0,127
1,80
2,50
3,30
4,19.92
5,18.24
6,16.72
7,15.34
8,14.09
9,12.94
10,11.9
11,10.94
12,10.07
13,9.28
14,8.55
15,7.88
16,7.27
17,6.71
18,6.2
19,5.72
20,5.29
21,4.89
22,4.52
23,4.18
24,3.87
25,3.58
26,3.31
27,3.06
28,2.83
29,2.62
30,2.42
31,2.24
32,2.07
33,1.91
34,1.77
35,1.63
36,1.5
37,1.39
38,1.28
39,1.17
40,1.08
41,0.99
42,0.91
43,0.83
44,0.76
45,0.69
46,0.62
47,0.56
48,0.51
49,0.46
50,0.41
51,0.36
52,0.32
53,0.28
54,0.24
55,0.21
56,0.17
57,0.14
58,0.12
59,0.09
60,0.06
61,0.04
62,0.02
63,0
